t,ax,ay,ayaw,av,aomega,ox0,oy0,ovx0,ovy0,or0,ox1,oy1,ovx1,ovy1,or1,ox2,oy2,ovx2,ovy2,or2,ox3,oy3,ovx3,ovy3,or3,ox4,oy4,ovx4,ovy4,or4,ox5,oy5,ovx5,ovy5,or5,ox6,oy6,ovx6,ovy6,or6,ox7,oy7,ovx7,ovy7,or7
5.875,63.0,60.47,-0.391,0.0,-2.5,366.98,70.62,-62.57,82.36,10.0,636.36,484.46,-72.64,-37.56,10.0,131.49,27.96,48.04,-92.24,10.0,619.36,441.11,30.16,-31.02,10.0,544.76,46.17,7.27,62.16,10.0,129.32,118.03,55.99,8.45,10.0,275.73,448.46,-65.25,17.47,10.0,94.22,265.72,-2.8,63.33,10.0
5.891,63.0,60.47,-0.431,0.0,-2.5,365.98,71.94,-62.57,82.36,10.0,635.2,483.86,-72.64,-37.56,10.0,132.26,26.48,48.04,-92.24,10.0,619.84,440.61,30.16,-31.02,10.0,544.87,47.17,7.27,62.16,10.0,130.22,118.17,55.99,8.45,10.0,274.69,448.74,-65.25,17.47,10.0,94.17,266.74,-2.8,63.33,10.0
5.908,63.0,60.47,-0.473,0.0,-2.5,364.92,73.34,-62.57,82.36,10.0,633.97,483.22,-72.64,-37.56,10.0,133.07,24.91,48.04,-92.24,10.0,620.35,440.09,30.16,-31.02,10.0,545.0,48.23,7.27,62.16,10.0,131.17,118.31,55.99,8.45,10.0,273.58,449.04,-65.25,17.47,10.0,94.13,267.81,-2.8,63.33,10.0
5.924,63.0,60.47,-0.513,0.0,-2.5,363.92,74.65,-62.57,82.36,10.0,632.8,482.62,-72.64,-37.56,10.0,133.84,23.44,48.04,-92.24,10.0,620.83,439.59,30.16,-31.02,10.0,545.11,49.22,7.27,62.16,10.0,132.07,118.45,55.99,8.45,10.0,272.54,449.32,-65.25,17.47,10.0,94.08,268.83,-2.8,63.33,10.0
5.941,63.0,60.47,-0.556,0.0,-2.5,362.85,76.05,-62.57,82.36,10.0,631.57,481.98,-72.64,-37.56,10.0,134.66,21.87,48.04,-92.24,10.0,621.35,439.06,30.16,-31.02,10.0,545.24,50.28,7.27,62.16,10.0,133.02,118.59,55.99,8.45,10.0,271.43,449.61,-65.25,17.47,10.0,94.03,269.9,-2.8,63.33,10.0
5.958,63.0,60.47,-0.598,0.0,-2.5,361.79,77.45,-62.57,82.36,10.0,630.33,481.34,-72.64,-37.56,10.0,135.47,20.3,48.04,-92.24,10.0,621.86,438.54,30.16,-31.02,10.0,545.36,51.33,7.27,62.16,10.0,133.97,118.73,55.99,8.45,10.0,270.32,449.91,-65.25,17.47,10.0,93.99,270.98,-2.8,63.33,10.0
5.974,63.0,60.47,-0.638,0.0,-2.5,360.79,78.77,-62.57,82.36,10.0,629.17,480.74,-72.64,-37.56,10.0,136.24,18.83,48.04,-92.24,10.0,622.34,438.04,30.16,-31.02,10.0,545.48,52.33,7.27,62.16,10.0,134.87,118.87,55.99,8.45,10.0,269.27,450.19,-65.25,17.47,10.0,93.94,271.99,-2.8,63.33,10.0
5.991,63.0,60.47,-0.681,0.0,-2.5,359.73,80.17,-62.57,82.36,10.0,627.94,480.1,-72.64,-37.56,10.0,137.06,17.26,48.04,-92.24,10.0,622.85,437.51,30.16,-31.02,10.0,545.6,53.38,7.27,62.16,10.0,135.82,119.01,55.99,8.45,10.0,268.16,450.49,-65.25,17.47,10.0,93.89,273.07,-2.8,63.33,10.0
6.007,63.0,60.47,-0.721,0.0,-2.5,358.72,81.49,-62.57,82.36,10.0,626.77,479.5,-72.64,-37.56,10.0,137.83,15.78,48.04,-92.24,10.0,623.34,437.02,30.16,-31.02,10.0,545.72,54.38,7.27,62.16,10.0,136.71,119.15,55.99,8.45,10.0,267.12,450.77,-65.25,17.47,10.0,93.85,274.08,-2.8,63.33,10.0
6.024,63.0,60.47,-0.763,0.0,-2.5,357.66,82.89,-62.57,82.36,10.0,625.54,478.86,-72.64,-37.56,10.0,138.64,14.21,48.04,-92.24,10.0,623.85,436.49,30.16,-31.02,10.0,545.84,55.44,7.27,62.16,10.0,137.67,119.29,55.99,8.45,10.0,266.01,451.06,-65.25,17.47,10.0,93.8,275.16,-2.8,63.33,10.0
6.04,63.0,60.47,-0.803,0.0,-2.5,356.66,84.21,-62.57,82.36,10.0,624.38,478.26,-72.64,-37.56,10.0,139.41,12.74,48.04,-92.24,10.0,624.33,435.99,30.16,-31.02,10.0,545.96,56.43,7.27,62.16,10.0,138.56,119.43,55.99,8.45,10.0,264.97,451.34,-65.25,17.47,10.0,93.76,276.17,-2.8,63.33,10.0
6.058,63.0,60.47,-0.848,0.0,-2.5,355.53,85.69,-62.57,82.36,10.0,623.07,477.59,-72.64,-37.56,10.0,140.28,11.08,48.04,-92.24,10.0,624.88,435.43,30.16,-31.02,10.0,546.09,57.55,7.27,62.16,10.0,139.57,119.58,55.99,8.45,10.0,263.79,451.66,-65.25,17.47,10.0,93.71,277.31,-2.8,63.33,10.0
6.075,63.0,60.47,-0.891,0.0,-2.5,354.47,87.09,-62.57,82.36,10.0,621.83,476.95,-72.64,-37.56,10.0,141.09,10.0,48.04,92.24,10.0,625.39,434.91,30.16,-31.02,10.0,546.21,58.61,7.27,62.16,10.0,140.52,119.72,55.99,8.45,10.0,262.68,451.95,-65.25,17.47,10.0,93.66,278.39,-2.8,63.33,10.0
6.091,63.0,60.47,-0.931,0.0,-2.5,353.47,88.41,-62.57,82.36,10.0,620.67,476.35,-72.64,-37.56,10.0,141.86,11.48,48.04,92.24,10.0,625.87,434.41,30.16,-31.02,10.0,546.33,59.6,7.27,62.16,10.0,141.42,119.86,55.99,8.45,10.0,261.64,452.23,-65.25,17.47,10.0,93.61,279.4,-2.8,63.33,10.0
6.108,63.0,60.47,-0.973,0.0,-2.5,352.4,89.81,-62.57,82.36,10.0,619.44,475.71,-72.64,-37.56,10.0,142.68,13.04,48.04,92.24,10.0,626.38,433.88,30.16,-31.02,10.0,546.45,60.66,7.27,62.16,10.0,142.37,120.0,55.99,8.45,10.0,260.53,452.53,-65.25,17.47,10.0,93.57,280.48,-2.8,63.33,10.0
6.125,63.0,60.47,-1.016,0.0,-2.5,351.34,91.21,-62.57,82.36,10.0,618.2,475.07,-72.64,-37.56,10.0,143.5,14.61,48.04,92.24,10.0,626.9,433.36,30.16,-31.02,10.0,546.57,61.71,7.27,62.16,10.0,143.32,120.14,55.99,8.45,10.0,259.42,452.83,-65.25,17.47,10.0,93.52,281.56,-2.8,63.33,10.0
6.141,63.0,60.47,-1.056,0.0,-2.5,350.34,92.53,-62.57,82.36,10.0,617.04,474.47,-72.64,-37.56,10.0,144.27,16.09,48.04,92.24,10.0,627.38,432.86,30.16,-31.02,10.0,546.69,62.71,7.27,62.16,10.0,144.22,120.28,55.99,8.45,10.0,258.38,453.11,-65.25,17.47,10.0,93.47,282.57,-2.8,63.33,10.0
6.159,63.0,60.47,-1.101,0.0,-2.5,349.21,94.01,-62.57,82.36,10.0,615.73,473.79,-72.64,-37.56,10.0,145.13,17.75,48.04,92.24,10.0,627.92,432.3,30.16,-31.02,10.0,546.82,63.83,7.27,62.16,10.0,145.23,120.43,55.99,8.45,10.0,257.2,453.42,-65.25,17.47,10.0,93.42,283.71,-2.8,63.33,10.0
6.175,63.0,60.47,-1.141,0.0,-2.5,348.21,95.33,-62.57,82.36,10.0,614.57,473.19,-72.64,-37.56,10.0,145.9,19.22,48.04,92.24,10.0,628.4,431.81,30.16,-31.02,10.0,546.94,64.82,7.27,62.16,10.0,146.12,120.57,55.99,8.45,10.0,256.16,453.7,-65.25,17.47,10.0,93.38,284.72,-2.8,63.33,10.0
6.192,63.0,60.47,-1.183,0.0,-2.5,347.15,96.73,-62.57,82.36,10.0,613.34,472.55,-72.64,-37.56,10.0,146.72,20.79,48.04,92.24,10.0,628.92,431.28,30.16,-31.02,10.0,547.06,65.88,7.27,62.16,10.0,147.07,120.71,55.99,8.45,10.0,255.05,454.0,-65.25,17.47,10.0,93.33,285.8,-2.8,63.33,10.0
6.209,63.0,60.47,-1.226,0.0,-2.5,346.09,98.13,-62.57,82.36,10.0,612.1,471.92,-72.64,-37.56,10.0,147.53,22.36,48.04,92.24,10.0,629.43,430.75,30.16,-31.02,10.0,547.18,66.93,7.27,62.16,10.0,148.03,120.85,55.99,8.45,10.0,253.94,454.3,-65.25,17.47,10.0,93.28,286.88,-2.8,63.33,10.0
6.226,63.0,60.47,-1.268,0.0,-2.5,345.02,99.53,-62.57,82.36,10.0,610.87,471.28,-72.64,-37.56,10.0,148.35,23.93,48.04,92.24,10.0,629.94,430.22,30.16,-31.02,10.0,547.31,67.99,7.27,62.16,10.0,148.98,121.0,55.99,8.45,10.0,252.83,454.59,-65.25,17.47,10.0,93.24,287.95,-2.8,63.33,10.0
6.243,63.0,60.47,-1.311,0.0,-2.5,343.96,100.93,-62.57,82.36,10.0,609.63,470.64,-72.64,-37.56,10.0,149.17,25.5,48.04,92.24,10.0,630.46,429.7,30.16,-31.02,10.0,547.43,69.05,7.27,62.16,10.0,149.93,121.14,55.99,8.45,10.0,251.72,454.89,-65.25,17.47,10.0,93.19,289.03,-2.8,63.33,10.0
6.26,63.0,60.47,-1.353,0.0,-2.5,342.89,102.33,-62.57,82.36,10.0,608.4,470.0,-72.64,-37.56,10.0,149.98,27.06,48.04,92.24,10.0,630.97,429.17,30.16,-31.02,10.0,547.56,70.1,7.27,62.16,10.0,150.88,121.28,55.99,8.45,10.0,250.61,455.19,-65.25,17.47,10.0,93.14,290.11,-2.8,63.33,10.0
6.277,63.0,60.47,-1.396,0.0,-2.5,341.83,103.73,-62.57,82.36,10.0,607.16,469.36,-72.64,-37.56,10.0,150.8,28.63,48.04,92.24,10.0,631.48,428.64,30.16,-31.02,10.0,547.68,71.16,7.27,62.16,10.0,151.83,121.43,55.99,8.45,10.0,249.5,455.48,-65.25,17.47,10.0,93.09,291.18,-2.8,63.33,10.0
6.293,63.0,60.47,-1.436,0.0,-2.5,340.83,105.05,-62.57,82.36,10.0,606.0,468.76,-72.64,-37.56,10.0,151.57,30.11,48.04,92.24,10.0,631.96,428.15,30.16,-31.02,10.0,547.8,72.16,7.27,62.16,10.0,152.73,121.56,55.99,8.45,10.0,248.46,455.76,-65.25,17.47,10.0,93.05,292.2,-2.8,63.33,10.0
6.31,63.0,60.47,-1.478,0.0,-2.5,339.77,106.45,-62.57,82.36,10.0,604.76,468.12,-72.64,-37.56,10.0,152.38,31.68,48.04,92.24,10.0,632.48,427.62,30.16,-31.02,10.0,547.92,73.21,7.27,62.16,10.0,153.68,121.71,55.99,8.45,10.0,247.35,456.06,-65.25,17.47,10.0,93.0,293.27,-2.8,63.33,10.0
6.327,63.0,60.47,-1.521,0.0,-2.5,338.7,107.85,-62.57,82.36,10.0,603.53,467.48,-72.64,-37.56,10.0,153.2,33.24,48.04,92.24,10.0,632.99,427.09,30.16,-31.02,10.0,548.04,74.27,7.27,62.16,10.0,154.63,121.85,55.99,8.45,10.0,246.24,456.36,-65.25,17.47,10.0,92.95,294.35,-2.8,63.33,10.0
6.343,63.0,60.47,-1.561,0.0,-2.5,337.7,109.16,-62.57,82.36,10.0,602.37,466.88,-72.64,-37.56,10.0,153.97,34.72,48.04,92.24,10.0,633.47,426.59,30.16,-31.02,10.0,548.16,75.26,7.27,62.16,10.0,155.53,121.98,55.99,8.45,10.0,245.2,456.64,-65.25,17.47,10.0,92.91,295.36,-2.8,63.33,10.0
6.36,63.0,60.47,-1.603,0.0,-2.5,336.64,110.56,-62.57,82.36,10.0,601.13,466.24,-72.64,-37.56,10.0,154.79,36.29,48.04,92.24,10.0,633.98,426.07,30.16,-31.02,10.0,548.28,76.32,7.27,62.16,10.0,156.48,122.13,55.99,8.45,10.0,244.09,456.93,-65.25,17.47,10.0,92.86,296.44,-2.8,63.33,10.0
6.377,63.0,60.47,-1.646,0.0,-2.5,335.57,111.96,-62.57,82.36,10.0,599.9,465.61,-72.64,-37.56,10.0,155.6,37.86,48.04,92.24,10.0,634.5,425.54,30.16,-31.02,10.0,548.41,77.38,7.27,62.16,10.0,157.43,122.27,55.99,8.45,10.0,242.98,457.23,-65.25,17.47,10.0,92.81,297.52,-2.8,63.33,10.0
6.394,63.0,60.47,-1.688,0.0,-2.5,334.51,113.36,-62.57,82.36,10.0,598.66,464.97,-72.64,-37.56,10.0,156.42,39.42,48.04,92.24,10.0,635.01,425.01,30.16,-31.02,10.0,548.53,78.43,7.27,62.16,10.0,158.38,122.42,55.99,8.45,10.0,241.87,457.53,-65.25,17.47,10.0,92.77,298.59,-2.8,63.33,10.0
6.411,63.0,60.47,-1.731,0.0,-2.5,333.45,114.76,-62.57,82.36,10.0,597.43,464.33,-72.64,-37.56,10.0,157.24,40.99,48.04,92.24,10.0,635.52,424.49,30.16,-31.02,10.0,548.65,79.49,7.27,62.16,10.0,159.34,122.56,55.99,8.45,10.0,240.76,457.82,-65.25,17.47,10.0,92.72,299.67,-2.8,63.33,10.0
6.427,63.0,60.47,-1.771,0.0,-2.5,332.45,116.08,-62.57,82.36,10.0,596.26,463.73,-72.64,-37.56,10.0,158.0,42.47,48.04,92.24,10.0,636.0,423.99,30.16,-31.02,10.0,548.77,80.48,7.27,62.16,10.0,160.23,122.69,55.99,8.45,10.0,239.72,458.1,-65.25,17.47,10.0,92.67,300.68,-2.8,63.33,10.0
6.443,63.0,60.47,-1.811,0.0,-2.5,331.44,117.4,-62.57,82.36,10.0,595.1,463.13,-72.64,-37.56,10.0,158.77,43.94,48.04,92.24,10.0,636.49,423.49,30.16,-31.02,10.0,548.89,81.48,7.27,62.16,10.0,161.13,122.83,55.99,8.45,10.0,238.67,458.38,-65.25,17.47,10.0,92.63,301.7,-2.8,63.33,10.0
6.462,62.92,60.2,-1.858,15.0,-2.5,330.26,118.96,-62.57,82.36,10.0,593.72,462.41,-72.64,-37.56,10.0,159.69,45.7,48.04,92.24,10.0,637.06,422.9,30.16,-31.02,10.0,549.02,82.66,7.27,62.16,10.0,162.19,122.99,55.99,8.45,10.0,237.43,458.71,-65.25,17.47,10.0,92.58,302.9,-2.8,63.33,10.0
6.479,62.84,59.96,-1.901,15.0,-2.5,329.19,120.36,-62.57,82.36,10.0,592.49,461.77,-72.64,-37.56,10.0,160.5,47.26,48.04,92.24,10.0,637.57,422.38,30.16,-31.02,10.0,549.15,83.72,7.27,62.16,10.0,163.14,123.13,55.99,8.45,10.0,236.32,459.01,-65.25,17.47,10.0,92.53,303.97,-2.8,63.33,10.0
6.495,62.75,59.73,-1.941,15.0,-2.5,328.19,121.68,-62.57,82.36,10.0,591.33,461.17,-72.64,-37.56,10.0,161.27,48.74,48.04,92.24,10.0,638.06,421.88,30.16,-31.02,10.0,549.26,84.71,7.27,62.16,10.0,164.04,123.27,55.99,8.45,10.0,235.28,459.29,-65.25,17.47,10.0,92.48,304.99,-2.8,63.33,10.0
6.511,62.66,59.51,-1.981,15.0,-2.5,327.19,123.0,-62.57,82.36,10.0,590.16,460.57,-72.64,-37.56,10.0,162.04,50.22,48.04,92.24,10.0,638.54,421.38,30.16,-31.02,10.0,549.38,85.71,7.27,62.16,10.0,164.94,123.4,55.99,8.45,10.0,234.24,459.57,-65.25,17.47,10.0,92.44,306.0,-2.8,63.33,10.0
6.529,62.54,59.27,-2.026,15.0,-2.5,326.06,124.48,-62.57,82.36,10.0,588.86,459.9,-72.64,-37.56,10.0,162.9,51.88,48.04,92.24,10.0,639.08,420.83,30.16,-31.02,10.0,549.51,86.82,7.27,62.16,10.0,165.94,123.56,55.99,8.45,10.0,233.06,459.88,-65.25,17.47,10.0,92.39,307.14,-2.8,63.33,10.0
6.546,62.42,59.04,-2.068,15.0,-2.5,325.0,125.88,-62.57,82.36,10.0,587.62,459.26,-72.64,-37.56,10.0,163.72,53.44,48.04,92.24,10.0,639.59,420.3,30.16,-31.02,10.0,549.63,87.88,7.27,62.16,10.0,166.9,123.7,55.99,8.45,10.0,231.95,460.18,-65.25,17.47,10.0,92.34,308.22,-2.8,63.33,10.0
6.563,62.29,58.83,-2.111,15.0,-2.5,323.94,127.28,-62.57,82.36,10.0,586.39,458.62,-72.64,-37.56,10.0,164.54,55.01,48.04,92.24,10.0,640.11,419.77,30.16,-31.02,10.0,549.76,88.94,7.27,62.16,10.0,167.85,123.84,55.99,8.45,10.0,230.84,460.48,-65.25,17.47,10.0,92.29,309.29,-2.8,63.33,10.0
6.58,62.15,58.61,-2.153,15.0,-2.5,322.87,128.68,-62.57,82.36,10.0,585.15,457.98,-72.64,-37.56,10.0,165.35,56.58,48.04,92.24,10.0,640.62,419.24,30.16,-31.02,10.0,549.88,89.99,7.27,62.16,10.0,168.8,123.99,55.99,8.45,10.0,229.73,460.77,-65.25,17.47,10.0,92.25,310.37,-2.8,63.33,10.0
6.597,62.0,58.41,-2.196,15.0,-2.5,321.81,130.08,-62.57,82.36,10.0,583.92,457.34,-72.64,-37.56,10.0,166.17,58.15,48.04,92.24,10.0,641.13,418.72,30.16,-31.02,10.0,550.01,91.05,7.27,62.16,10.0,169.75,124.13,55.99,8.45,10.0,228.62,461.07,-65.25,17.47,10.0,92.2,311.45,-2.8,63.33,10.0
6.613,61.85,58.22,-2.236,15.0,-2.5,320.81,131.4,-62.57,82.36,10.0,582.75,456.74,-72.64,-37.56,10.0,166.94,59.62,48.04,92.24,10.0,641.61,418.22,30.16,-31.02,10.0,550.12,92.05,7.27,62.16,10.0,170.65,124.27,55.99,8.45,10.0,227.58,461.35,-65.25,17.47,10.0,92.16,312.46,-2.8,63.33,10.0
6.629,61.69,58.03,-2.276,15.0,-2.5,319.81,132.72,-62.57,82.36,10.0,581.59,456.14,-72.64,-37.56,10.0,167.71,61.1,48.04,92.24,10.0,642.1,417.72,30.16,-31.02,10.0,550.24,93.04,7.27,62.16,10.0,171.54,124.4,55.99,8.45,10.0,226.54,461.63,-65.25,17.47,10.0,92.11,313.47,-2.8,63.33,10.0
6.646,61.69,58.03,-2.318,0.0,-2.5,318.74,134.12,-62.57,82.36,10.0,580.36,455.5,-72.64,-37.56,10.0,168.52,62.67,48.04,92.24,10.0,642.61,417.2,30.16,-31.02,10.0,550.36,94.1,7.27,62.16,10.0,172.49,124.54,55.99,8.45,10.0,225.43,461.93,-65.25,17.47,10.0,92.06,314.55,-2.8,63.33,10.0
6.679,61.69,58.03,-2.401,0.0,-2.5,316.68,136.84,-62.57,82.36,10.0,577.96,454.26,-72.64,-37.56,10.0,170.11,65.71,48.04,92.24,10.0,643.61,416.17,30.16,-31.02,10.0,550.6,96.15,7.27,62.16,10.0,174.34,124.82,55.99,8.45,10.0,223.27,462.5,-65.25,17.47,10.0,91.97,316.64,-2.8,63.33,10.0
6.696,61.69,58.03,-2.443,0.0,-2.5,315.61,138.24,-62.57,82.36,10.0,576.72,453.62,-72.64,-37.56,10.0,170.93,67.28,48.04,92.24,10.0,644.12,415.64,30.16,-31.02,10.0,550.72,97.2,7.27,62.16,10.0,175.29,124.97,55.99,8.45,10.0,222.16,462.8,-65.25,17.47,10.0,91.92,317.72,-2.8,63.33,10.0
6.713,61.69,58.03,-2.486,0.0,-2.5,314.55,139.64,-62.57,82.36,10.0,575.49,452.99,-72.64,-37.56,10.0,171.74,68.85,48.04,92.24,10.0,644.63,415.12,30.16,-31.02,10.0,550.85,98.26,7.27,62.16,10.0,176.25,125.11,55.99,8.45,10.0,221.06,463.1,-65.25,17.47,10.0,91.88,318.79,-2.8,63.33,10.0
6.73,61.69,58.03,-2.528,0.0,-2.5,313.49,141.04,-62.57,82.36,10.0,574.25,452.35,-72.64,-37.56,10.0,172.56,70.42,48.04,92.24,10.0,645.14,414.59,30.16,-31.02,10.0,550.97,99.32,7.27,62.16,10.0,177.2,125.25,55.99,8.45,10.0,219.95,463.39,-65.25,17.47,10.0,91.83,319.87,-2.8,63.33,10.0
6.746,61.69,58.03,-2.568,0.0,-2.5,312.49,142.36,-62.57,82.36,10.0,573.09,451.75,-72.64,-37.56,10.0,173.33,71.89,48.04,92.24,10.0,645.63,414.09,30.16,-31.02,10.0,551.09,100.31,7.27,62.16,10.0,178.09,125.39,55.99,8.45,10.0,218.9,463.67,-65.25,17.47,10.0,91.78,320.88,-2.8,63.33,10.0
6.762,61.69,58.03,-2.608,0.0,-2.5,311.48,143.67,-62.57,82.36,10.0,571.93,451.15,-72.64,-37.56,10.0,174.1,73.37,48.04,92.24,10.0,646.11,413.6,30.16,-31.02,10.0,551.2,101.31,7.27,62.16,10.0,178.99,125.52,55.99,8.45,10.0,217.86,463.95,-65.25,17.47,10.0,91.74,321.9,-2.8,63.33,10.0
6.779,61.69,58.03,-2.651,0.0,-2.5,310.42,145.07,-62.57,82.36,10.0,570.69,450.51,-72.64,-37.56,10.0,174.91,74.94,48.04,92.24,10.0,646.62,413.07,30.16,-31.02,10.0,551.33,102.36,7.27,62.16,10.0,179.94,125.67,55.99,8.45,10.0,216.75,464.25,-65.25,17.47,10.0,91.69,322.97,-2.8,63.33,10.0
6.795,61.69,58.03,-2.691,0.0,-2.5,309.42,146.39,-62.57,82.36,10.0,569.53,449.91,-72.64,-37.56,10.0,175.68,76.41,48.04,92.24,10.0,647.1,412.57,30.16,-31.02,10.0,551.44,103.36,7.27,62.16,10.0,180.84,125.8,55.99,8.45,10.0,215.71,464.53,-65.25,17.47,10.0,91.65,323.99,-2.8,63.33,10.0
6.811,61.69,58.03,-2.731,0.0,-2.5,308.42,147.71,-62.57,82.36,10.0,568.37,449.31,-72.64,-37.56,10.0,176.45,77.89,48.04,92.24,10.0,647.59,412.08,30.16,-31.02,10.0,551.56,104.35,7.27,62.16,10.0,181.73,125.94,55.99,8.45,10.0,214.66,464.81,-65.25,17.47,10.0,91.6,325.0,-2.8,63.33,10.0
6.827,61.69,58.03,-2.771,0.0,-2.5,307.42,149.03,-62.57,82.36,10.0,567.21,448.7,-72.64,-37.56,10.0,177.22,79.36,48.04,92.24,10.0,648.07,411.58,30.16,-31.02,10.0,551.68,105.35,7.27,62.16,10.0,182.63,126.07,55.99,8.45,10.0,213.62,465.09,-65.25,17.47,10.0,91.56,326.01,-2.8,63.33,10.0
6.844,61.69,58.03,-2.813,0.0,-2.5,306.35,150.43,-62.57,82.36,10.0,565.97,448.07,-72.64,-37.56,10.0,178.04,80.93,48.04,92.24,10.0,648.58,411.05,30.16,-31.02,10.0,551.8,106.4,7.27,62.16,10.0,183.58,126.22,55.99,8.45,10.0,212.51,465.39,-65.25,17.47,10.0,91.51,327.09,-2.8,63.33,10.0
6.86,61.69,58.03,-2.853,0.0,-2.5,305.35,151.74,-62.57,82.36,10.0,564.81,447.46,-72.64,-37.56,10.0,178.8,82.41,48.04,92.24,10.0,649.06,410.56,30.16,-31.02,10.0,551.92,107.4,7.27,62.16,10.0,184.48,126.35,55.99,8.45,10.0,211.46,465.67,-65.25,17.47,10.0,91.46,328.1,-2.8,63.33,10.0
6.886,61.69,58.03,-2.918,0.0,-2.5,303.73,153.89,-62.57,82.36,10.0,562.92,446.49,-72.64,-37.56,10.0,180.05,84.8,48.04,92.24,10.0,649.85,409.75,30.16,-31.02,10.0,552.11,109.01,7.27,62.16,10.0,185.93,126.57,55.99,8.45,10.0,209.77,466.12,-65.25,17.47,10.0,91.39,329.75,-2.8,63.33,10.0
6.902,61.69,58.03,-2.958,0.0,-2.5,302.73,155.2,-62.57,82.36,10.0,561.76,445.89,-72.64,-37.56,10.0,180.82,86.28,48.04,92.24,10.0,650.33,409.26,30.16,-31.02,10.0,552.22,110.01,7.27,62.16,10.0,186.83,126.71,55.99,8.45,10.0,208.72,466.4,-65.25,17.47,10.0,91.35,330.76,-2.8,63.33,10.0
6.919,61.69,58.03,-3.001,0.0,-2.5,301.66,156.6,-62.57,82.36,10.0,560.53,445.25,-72.64,-37.56,10.0,181.64,87.85,48.04,92.24,10.0,650.84,408.73,30.16,-31.02,10.0,552.35,111.06,7.27,62.16,10.0,187.78,126.85,55.99,8.45,10.0,207.61,466.7,-65.25,17.47,10.0,91.3,331.84,-2.8,63.33,10.0
6.935,61.69,58.03,-3.041,0.0,-2.5,300.66,157.92,-62.57,82.36,10.0,559.36,444.65,-72.64,-37.56,10.0,182.41,89.32,48.04,92.24,10.0,651.33,408.23,30.16,-31.02,10.0,552.46,112.06,7.27,62.16,10.0,188.68,126.98,55.99,8.45,10.0,206.57,466.98,-65.25,17.47,10.0,91.26,332.85,-2.8,63.33,10.0
6.952,61.69,58.03,-3.083,0.0,-2.5,299.6,159.32,-62.57,82.36,10.0,558.13,444.01,-72.64,-37.56,10.0,183.22,90.89,48.04,92.24,10.0,651.84,407.7,30.16,-31.02,10.0,552.59,113.12,7.27,62.16,10.0,189.63,127.13,55.99,8.45,10.0,205.46,467.27,-65.25,17.47,10.0,91.21,333.93,-2.8,63.33,10.0
6.968,61.69,58.03,-3.123,0.0,-2.5,298.6,160.64,-62.57,82.36,10.0,556.97,443.41,-72.64,-37.56,10.0,183.99,92.37,48.04,92.24,10.0,652.32,407.21,30.16,-31.02,10.0,552.7,114.11,7.27,62.16,10.0,190.52,127.26,55.99,8.45,10.0,204.42,467.55,-65.25,17.47,10.0,91.16,334.94,-2.8,63.33,10.0
6.986,61.69,58.03,3.115,0.0,-2.5,297.47,162.12,-62.57,82.36,10.0,555.66,442.73,-72.64,-37.56,10.0,184.86,94.03,48.04,92.24,10.0,652.87,406.65,30.16,-31.02,10.0,552.83,115.23,7.27,62.16,10.0,191.53,127.42,55.99,8.45,10.0,203.24,467.87,-65.25,17.47,10.0,91.11,336.08,-2.8,63.33,10.0
7.003,61.69,58.03,3.073,0.0,-2.5,296.41,163.52,-62.57,82.36,10.0,554.42,442.09,-72.64,-37.56,10.0,185.67,95.6,48.04,92.24,10.0,653.38,406.12,30.16,-31.02,10.0,552.96,116.29,7.27,62.16,10.0,192.48,127.56,55.99,8.45,10.0,202.13,468.16,-65.25,17.47,10.0,91.06,337.16,-2.8,63.33,10.0
7.019,61.69,58.03,3.033,0.0,-2.5,295.4,164.84,-62.57,82.36,10.0,553.26,441.49,-72.64,-37.56,10.0,186.44,97.07,48.04,92.24,10.0,653.86,405.63,30.16,-31.02,10.0,553.07,117.28,7.27,62.16,10.0,193.38,127.69,55.99,8.45,10.0,201.09,468.44,-65.25,17.47,10.0,91.02,338.17,-2.8,63.33,10.0
7.035,61.69,58.03,2.993,0.0,-2.5,294.4,166.16,-62.57,82.36,10.0,552.1,440.89,-72.64,-37.56,10.0,187.21,98.55,48.04,92.24,10.0,654.34,405.13,30.16,-31.02,10.0,553.19,118.27,7.27,62.16,10.0,194.28,127.83,55.99,8.45,10.0,200.05,468.72,-65.25,17.47,10.0,90.98,339.19,-2.8,63.33,10.0
7.052,61.69,58.03,2.95,0.0,-2.5,293.34,167.56,-62.57,82.36,10.0,550.86,440.25,-72.64,-37.56,10.0,188.03,100.12,48.04,92.24,10.0,654.86,404.6,30.16,-31.02,10.0,553.31,119.33,7.27,62.16,10.0,195.23,127.97,55.99,8.45,10.0,198.94,469.02,-65.25,17.47,10.0,90.93,340.26,-2.8,63.33,10.0
7.069,61.69,58.03,2.908,0.0,-2.5,292.28,168.96,-62.57,82.36,10.0,549.63,439.61,-72.64,-37.56,10.0,188.84,101.68,48.04,92.24,10.0,655.37,404.08,30.16,-31.02,10.0,553.44,120.39,7.27,62.16,10.0,196.18,128.12,55.99,8.45,10.0,197.83,469.32,-65.25,17.47,10.0,90.88,341.34,-2.8,63.33,10.0
